#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000564261.1	1697	110	0.34802999999999995	10.953194618225098	1	0.197398	noncoding
ENST00000413887.1	363	41	0.34722000000000003	10.5541353225708	-1	0.163898	noncoding
ENST00000441724.1	1138	97	0.33152	9.351284217834472	1	0.117934	noncoding
ENST00000429480.2	1302	121	0.31365000000000004	9.646227073669433	1	0.201241	noncoding
ENST00000432429.4	1686	89	0.32454	10.4433141708374	1	0.0861272	noncoding
ENST00000414210.4	507	50	0.31285999999999997	9.976563072204591	1	0.0224721	noncoding
ENST00000421469.1	379	50	0.33843	9.976563072204591	1	0.0242189	noncoding
ENST00000602640.1	1721	72	0.37617	4.672699546813964	1	0.154729	noncoding
ENST00000602916.1	267	39	0.4153	5.94913272857666	1	0.0176143	noncoding
ENST00000445300.1	2044	63	0.33734	6.558674049377441	1	0.0319851	noncoding
ENST00000424689.1	477	105	0.40932	9.895203971862792	1	0.401184	noncoding
ENST00000449895.4	516	20	0.39463	11.999967765808105	1	0.0112927	noncoding
ENST00000444276.1	439	21	0.40433	11.999967765808105	1	0.0124327	noncoding
ENST00000412639.2	985	59	0.29874	8.163583183288573	1	0.0218888	noncoding
ENST00000377320.3	1823	168	0.35459	9.647387504577637	1	0.78831	coding
ENST00000445884.1	440	21	0.40196000000000004	4.369065666198731	1	0.0105863	noncoding
ENST00000606802.1	7923	202	0.36552	6.432889366149902	1	0.991746	coding
ENST00000452378.1	2682	130	0.3155	8.641745185852052	1	0.293027	noncoding
ENST00000453135.1	1285	54	0.34804	7.618209648132326	1	0.0199115	noncoding
ENST00000376620.3	1868	80	0.32384	9.685359382629393	1	0.0616876	noncoding
ENST00000606790.1	345	9	0.35139	8.344739341735842	1	0.00259355	noncoding
ENST00000441809.2	379	23	0.29530999999999996	10.463879585266113	1	0.0122681	noncoding
ENST00000447908.1	579	52	0.3526	5.361474418640137	1	0.0280472	noncoding
ENST00000310916.5	7100	159	0.27327	6.962856101989746	1	0.59463	coding
ENST00000404665.3	2780	115	0.29909	8.986715507507324	1	0.151099	noncoding
ENST00000428747.1	3105	109	0.29664	6.698611640930175	1	0.193376	noncoding
ENST00000427824.1	5178	99	0.27251000000000003	7.81867733001709	1	0.0935462	noncoding
ENST00000428945.1	2845	73	0.35079	9.680330848693849	1	0.0604253	noncoding
ENST00000606262.1	256	27	0.43335	8.38522548675537	1	0.0102892	noncoding
ENST00000457809.1	439	21	0.40868	4.136935234069824	1	0.0132024	noncoding
ENST00000457898.1	3245	64	0.31208	6.216162300109862	1	0.0340154	noncoding
ENST00000562878.1	1110	53	0.40513000000000005	9.303061866760252	1	0.0402167	noncoding
ENST00000452795.2	327	41	0.38861999999999997	11.183411216735841	1	0.0269399	noncoding
ENST00000415386.2	1548	26	0.34201	11.698964881896973	1	0.0136609	noncoding
ENST00000614408.1	828	176	0.43379999999999996	11.424007225036618	1	0.959476	coding
ENST00000607700.1	339	43	0.37468999999999997	8.024911689758301	1	0.0141688	noncoding
ENST00000624517.1	406	67	0.37633	9.776130867004394	-1	0.118866	noncoding
ENST00000414340.5	554	43	0.38856999999999997	8.883823966979982	-1	0.0644764	noncoding
ENST00000422345.1	735	35	0.34663	10.024334144592284	1	0.0142902	noncoding
ENST00000438002.1	2520	146	0.33576	6.507973670959472	1	0.722622	coding
ENST00000619677.1	828	176	0.41994	11.359345436096191	1	0.939253	coding
ENST00000451828.1	434	54	0.32169000000000003	5.4612836837768555	1	0.0269342	noncoding
ENST00000453554.1	1546	131	0.30462999999999996	10.633689308166506	1	0.205093	noncoding
ENST00000457856.1	475	34	0.40705	6.693041419982911	1	0.0103748	noncoding
ENST00000422124.1	406	47	0.35425	10.745670890808107	1	0.0267277	noncoding
ENST00000416869.1	336	41	0.38829	11.183411216735841	1	0.0268712	noncoding
ENST00000457075.1	346	41	0.39453999999999995	11.183411216735841	1	0.0282803	noncoding
ENST00000606899.1	438	37	0.31849	9.101082420349119	1	0.0112485	noncoding
ENST00000412427.1	4676	191	0.30651	8.442795753479007	1	0.802619	coding
ENST00000439577.1	311	20	0.43673	5.27274875640869	1	0.00754807	noncoding
ENST00000430540.1	610	75	0.38654999999999995	10.029298210144042	1	0.099403	noncoding
ENST00000569711.1	2471	86	0.31181000000000003	6.72424602508545	1	0.0806912	noncoding
ENST00000417884.1	1083	46	0.34904999999999997	9.589817237854003	1	0.0198685	noncoding
ENST00000431027.1	2493	215	0.42247	6.378892326354981	1	0.99919	coding
ENST00000426428.4	2993	93	0.28195000000000003	6.038028907775878	1	0.140048	noncoding
ENST00000418743.4	785	95	0.3832	7.647027015686036	1	0.206522	noncoding
ENST00000423486.1	354	19	0.45514	7.999833488464356	1	0.00687854	noncoding
ENST00000451424.1	4443	167	0.27651000000000003	9.01314754486084	1	0.413502	noncoding
ENST00000416959.1	723	40	0.35771000000000003	9.300160789489745	1	0.0148743	noncoding
ENST00000449034.1	2479	84	0.31370000000000003	10.738450431823733	1	0.0681078	noncoding
ENST00000444647.1	607	29	0.41409999999999997	6.673773002624513	1	0.00807417	noncoding
ENST00000423921.1	605	29	0.38012999999999997	10.160878181457516	1	0.013194	noncoding
ENST00000455966.1	615	26	0.35185	8.498431968688966	1	0.00609063	noncoding
ENST00000434233.1	809	62	0.34653	8.686099433898928	-1	0.099843	noncoding
ENST00000420503.1	771	39	0.38732999999999995	9.00418643951416	1	0.0157419	noncoding
ENST00000416769.1	1054	83	0.38407	6.879700660705566	1	0.130747	noncoding
ENST00000452322.1	374	39	0.41257000000000005	9.00418643951416	1	0.0196417	noncoding
ENST00000404210.4	465	155	0.32727	6.483987617492676	-1	0.131509	noncoding
ENST00000427154.1	666	102	0.35857	9.812233161926269	1	0.194761	noncoding
ENST00000566551.1	5444	69	0.28726	10.28433513641357	1	0.0403062	noncoding
ENST00000604481.1	400	39	0.4128	10.320888710021972	1	0.0282021	noncoding
ENST00000458053.3	375	45	0.38978	5.7087606430053714	1	0.0221644	noncoding
ENST00000454117.1	997	111	0.30575	4.923700523376463	1	0.442233	noncoding
ENST00000335648.3	2547	127	0.29328	9.3493501663208	1	0.192281	noncoding
ENST00000518821.1	461	78	0.33431	4.683385276794433	-1	0.0378617	noncoding
ENST00000437367.3	606	99	0.34291000000000005	10.045931053161617	1	0.144713	noncoding
ENST00000518600.1	376	45	0.44181	5.7087606430053714	1	0.0333186	noncoding
ENST00000427796.4	1074	27	0.35218	8.49804515838623	1	0.00638761	noncoding
ENST00000447961.1	459	11	0.33098	5.27252140045166	1	0.00269655	noncoding
ENST00000439059.2	1849	101	0.29325	5.27019100189209	1	0.270111	noncoding
ENST00000577528.1	1445	108	0.35036999999999996	9.38364734649658	1	0.216618	noncoding
ENST00000568143.1	2443	105	0.32164000000000004	6.690369987487793	1	0.194172	noncoding
ENST00000424084.1	490	78	0.4064	4.502580451965333	-1	0.0321687	noncoding
ENST00000429666.1	614	37	0.40548	4.501102638244629	1	0.0287558	noncoding
ENST00000455902.1	420	9	0.38526000000000005	6.487682151794433	1	1.25364e-05	noncoding
ENST00000436991.1	2224	94	0.28869	8.612605476379397	1	0.0742974	noncoding
ENST00000442055.4	435	25	0.403	10.000480842590331	-1	0.0865345	noncoding
ENST00000453649.1	517	28	0.46086	9.992486763000489	1	0.0286724	noncoding
ENST00000536896.2	2307	199	0.3053	8.791440773010255	1	0.817549	coding
ENST00000455431.1	849	129	0.44370000000000004	6.228439521789551	-1	0.0789277	noncoding
ENST00000569378.1	2000	61	0.33655999999999997	8.935205268859864	1	0.0297502	noncoding
ENST00000425205.1	379	7	0.42413	8.365949440002442	-1	0.026074	noncoding
ENST00000604716.1	1945	52	0.32429	4.418060874938965	1	0.0404721	noncoding
ENST00000413987.1	2201	52	0.31208	9.694256019592284	1	0.0224384	noncoding
ENST00000447507.1	185	15	0.44106999999999996	8.498431968688966	1	0.0057183	noncoding
ENST00000437681.1	2614	86	0.29053	11.999967765808105	1	0.0549037	noncoding
ENST00000417651.1	2148	86	0.33737	9.585175514221191	1	0.0856667	noncoding
ENST00000422638.1	498	47	0.31163	5.160434913635252	1	0.0218471	noncoding
ENST00000445180.2	1519	81	0.35165	6.887999153137208	1	0.0829623	noncoding
ENST00000441046.1	551	65	0.41691	5.410640144348144	1	0.109939	noncoding
ENST00000420354.1	481	39	0.42759	11.999967765808105	1	0.0332665	noncoding
ENST00000414532.5	3925	141	0.34473000000000004	9.495048713684085	1	0.5	coding
ENST00000454613.1	2131	123	0.37751999999999997	10.743672370910645	1	0.420291	noncoding
ENST00000414763.1	887	87	0.41616	10.774036979675294	1	0.237232	noncoding
ENST00000443076.1	454	90	0.41642	5.875469398498535	1	0.332572	noncoding
ENST00000440358.1	444	121	0.37676	7.7934057235717775	1	0.486277	noncoding
ENST00000430320.3	1108	76	0.42996	5.756903266906738	1	0.195819	noncoding
ENST00000438790.1	446	54	0.41383000000000003	6.805809974670409	1	0.0362746	noncoding
ENST00000431202.1	1747	74	0.35084000000000004	10.620602226257322	1	0.0674219	noncoding
ENST00000430143.1	439	36	0.36383	10.236628532409668	1	0.0167125	noncoding
ENST00000435872.1	591	47	0.31246	10.80652904510498	1	0.0243034	noncoding
ENST00000527035.1	537	28	0.39483	11.823904609680177	1	0.0159337	noncoding
ENST00000453837.1	2257	77	0.31812	10.80652904510498	1	0.0576649	noncoding
ENST00000447478.1	517	28	0.443	5.9938081741333	1	0.0101556	noncoding
ENST00000366152.3	624	27	0.30588	11.999967765808105	1	0.016532	noncoding
ENST00000515055.1	667	123	0.42290000000000005	9.45894641876221	1	0.693257	coding
ENST00000448134.1	687	34	0.36883	11.712567710876463	1	0.0179106	noncoding
ENST00000427524.1	1680	57	0.41483000000000003	10.708472633361815	1	0.0691575	noncoding
ENST00000602618.1	469	16	0.41226	8.365240287780765	1	0.00459523	noncoding
ENST00000627421.1	836	50	0.31930000000000003	9.930081367492676	1	0.0224804	noncoding
ENST00000588828.1	791	41	0.31930000000000003	9.60941562652588	1	0.0151252	noncoding
ENST00000624453.2	856	45	0.31930000000000003	9.887661170959472	1	0.0187733	noncoding
ENST00000630229.1	870	42	0.45014000000000004	10.274407005310056	-1	0.0924174	noncoding
ENST00000457957.2	636	91	0.36681	10.422877693176268	1	0.145671	noncoding
ENST00000587696.2	1432	85	0.30697	9.925568580627441	1	0.0650657	noncoding
ENST00000625117.1	424	21	0.38651	7.999833488464356	1	0.00470338	noncoding
ENST00000624012.1	1047	44	0.29192	7.653449821472169	1	0.012174	noncoding
ENST00000628643.1	551	125	0.39447999999999994	9.194754981994631	1	0.583114	coding
ENST00000630909.1	837	48	0.36001000000000005	6.507518959045409	1	0.0167406	noncoding
ENST00000627130.1	546	53	0.31133000000000005	11.84949855804443	1	0.0288542	noncoding
ENST00000425631.4	1367	67	0.36145	6.694121360778809	1	0.0460842	noncoding
ENST00000434181.4	655	51	0.28311000000000003	8.885177803039554	1	0.0187812	noncoding
ENST00000432447.4	500	76	0.3707	9.13828067779541	1	0.0787194	noncoding
ENST00000414868.1	546	76	0.37242000000000003	9.13828067779541	1	0.0802351	noncoding
ENST00000438719.1	558	42	0.29328	9.49653148651123	1	0.0156768	noncoding
ENST00000431046.1	646	37	0.34987000000000007	5.04385814666748	1	0.0132377	noncoding
ENST00000429293.1	720	47	0.35977000000000003	10.847466468811035	1	0.0277668	noncoding
ENST00000432683.1	459	25	0.36261	8.49804515838623	1	0.00597529	noncoding
ENST00000373226.2	539	60	0.41469	8.175123023986817	1	0.0521639	noncoding
ENST00000606838.1	396	50	0.40201	11.735002708435058	1	0.0405124	noncoding
ENST00000466576.2	367	59	0.41977999999999993	6.551398658752441	1	0.0538088	noncoding
ENST00000479395.2	385	18	0.28378000000000003	7.933237648010254	1	0.0049814	noncoding
ENST00000413901.1	596	45	0.33882999999999996	11.328722953796387	1	0.0244705	noncoding
ENST00000419993.1	481	36	0.31081000000000003	4.307679557800294	1	0.0189301	noncoding
ENST00000432922.4	593	34	0.29672	5.3024187088012695	-1	0.0516907	noncoding
ENST00000428151.1	573	62	0.36531	6.804786872863769	-1	0.0416749	noncoding
ENST00000431311.1	2283	126	0.31359000000000004	9.215062522888182	1	0.240079	noncoding
ENST00000452971.1	790	36	0.33443	11.999967765808105	1	0.0177137	noncoding
ENST00000424418.1	304	64	0.36666	9.102565193176268	1	0.0441669	noncoding
ENST00000566366.1	1196	145	0.35149	11.999967765808105	1	0.327311	noncoding
ENST00000567508.1	1541	74	0.38674	6.7055459976196286	1	0.0869775	noncoding
ENST00000565390.2	2449	78	0.35564	9.917961311340331	1	0.0787264	noncoding
ENST00000450713.1	605	28	0.33355	4.7834787368774405	1	0.00852243	noncoding
ENST00000437060.1	546	61	0.46219000000000005	8.858036613464353	1	0.112714	noncoding
ENST00000414339.2	601	67	0.4516	9.235499000549318	1	0.146423	noncoding
ENST00000447572.1	484	36	0.34733	9.521287345886229	1	0.0128356	noncoding
ENST00000414798.1	514	63	0.39857000000000004	10.507073402404785	1	0.071997	noncoding
ENST00000416809.2	627	42	0.40103	9.055438804626462	1	0.0208386	noncoding
ENST00000425076.1	536	34	0.33193	6.496208000183105	1	0.00714194	noncoding
ENST00000444563.4	610	34	0.40853	6.496208000183105	1	0.0107612	noncoding
ENST00000431759.4	1124	40	0.40398000000000006	11.16600475311279	1	0.0296436	noncoding
ENST00000416689.1	3075	109	0.34834	5.38449420928955	1	0.436222	noncoding
ENST00000396885.2	699	66	0.47140999999999994	11.999967765808105	1	0.242648	noncoding
ENST00000444386.1	545	34	0.34073	8.343321037292483	1	0.00826594	noncoding
ENST00000623351.1	482	29	0.39442999999999995	8.769134712219238	1	0.00930841	noncoding
ENST00000624869.1	142	18	0.39166	4.0500284194946286	1	0.00966567	noncoding
ENST00000607988.4	454	38	0.38258000000000003	10.560775566101071	1	0.0215782	noncoding
ENST00000609636.4	456	56	0.40413	7.9790746688842775	1	0.0366551	noncoding
ENST00000609472.4	276	29	0.42929	7.814680290222168	1	0.00966743	noncoding
ENST00000610167.4	333	38	0.34975	10.560775566101071	1	0.0184001	noncoding
ENST00000434244.4	2644	163	0.41543	8.155524635314944	1	0.951347	coding
ENST00000630871.1	352	38	0.37679999999999997	10.560775566101071	1	0.0207909	noncoding
ENST00000626342.1	826	64	0.31576000000000004	7.867415428161622	1	0.0271401	noncoding
ENST00000626430.1	596	64	0.29632000000000003	7.867415428161622	1	0.0263678	noncoding
ENST00000628234.1	754	56	0.31005	7.9790746688842775	1	0.0192658	noncoding
ENST00000616338.1	707	56	0.36768	7.9790746688842775	1	0.0259949	noncoding
ENST00000431800.1	674	35	0.41403	5.940891075134277	-1	0.0170571	noncoding
ENST00000437643.1	614	47	0.30501	6.808936119079591	1	0.0135922	noncoding
ENST00000453688.4	654	46	0.34891999999999995	8.840243339538574	1	0.0164621	noncoding
ENST00000447959.1	760	55	0.38536	8.32939586639404	1	0.0301364	noncoding
ENST00000609027.1	940	55	0.3442	8.32939586639404	1	0.0218145	noncoding
ENST00000630008.1	830	64	0.39740999999999993	7.956381797790527	1	0.0524385	noncoding
ENST00000627824.1	1796	152	0.33779000000000003	9.265541267395019	1	0.581837	coding
ENST00000625367.1	566	75	0.38147	9.012502861022949	1	0.0838041	noncoding
ENST00000628123.1	395	48	0.36531	9.180765342712402	1	0.0215509	noncoding
ENST00000627999.1	756	70	0.35023	5.661072731018066	-1	0.0380095	noncoding
ENST00000625982.1	921	59	0.37378000000000006	10.255066490173338	1	0.045904	noncoding
ENST00000414156.1	619	66	0.37299000000000004	5.548474693298339	-1	0.0291144	noncoding
ENST00000450004.1	649	47	0.42654000000000003	6.67928638458252	1	0.0270078	noncoding
ENST00000416581.1	1129	98	0.34558	5.8581335067749025	1	0.235094	noncoding
ENST00000602433.1	2445	75	0.29579	9.64848346710205	1	0.044351	noncoding
ENST00000422216.1	4036	144	0.31402	11.508783149719239	1	0.23844	noncoding
ENST00000445551.1	2509	65	0.31944000000000006	7.958702659606934	1	0.028785	noncoding
ENST00000454285.1	815	58	0.34629999999999994	10.044448280334471	1	0.0345512	noncoding
ENST00000438589.1	407	20	0.31437	5.531081962585449	-1	0.0351028	noncoding
ENST00000445070.1	1807	86	0.34509	6.707137489318847	1	0.103136	noncoding
ENST00000456803.4	513	61	0.37315	8.433705711364748	1	0.0368366	noncoding
ENST00000439795.1	789	42	0.30117	9.776130867004394	1	0.0166037	noncoding
ENST00000606809.1	1674	62	0.36563	10.363244438171385	1	0.0487425	noncoding
ENST00000456002.1	713	51	0.35368	10.177511024475098	1	0.0283611	noncoding
ENST00000442477.1	858	64	0.30044000000000004	9.61141414642334	1	0.0318694	noncoding
ENST00000366181.2	2366	121	0.3331	7.538748741149903	1	0.319344	noncoding
ENST00000564479.4	812	89	0.42413	8.769843864440919	1	0.258747	noncoding
ENST00000568425.1	554	46	0.38383	6.511270332336425	-1	0.026467	noncoding
ENST00000424246.1	678	44	0.31484	6.6862775802612315	1	0.0116729	noncoding
ENST00000629102.1	232	9	0.4106	8.51931972503662	1	0.00324217	noncoding
ENST00000588291.1	562	87	0.40825999999999996	7.003098106384278	1	0.204546	noncoding
ENST00000586761.2	1290	88	0.28716	9.73699855804443	1	0.0628547	noncoding
ENST00000591675.1	933	87	0.36422999999999994	7.003098106384278	1	0.124383	noncoding
ENST00000606527.1	391	30	0.41255	6.498254203796387	1	0.00866682	noncoding
ENST00000607321.1	456	64	0.42546999999999996	4.4943956375122065	1	0.182842	noncoding
ENST00000439621.1	1871	103	0.34795	11.49098987579346	1	0.14176	noncoding
ENST00000569869.1	3591	90	0.30693000000000004	9.693160057067871	1	0.0747274	noncoding
ENST00000432653.1	470	66	0.30217	4.316034889221191	1	0.0981323	noncoding
ENST00000446686.1	752	42	0.40271999999999997	8.432480812072757	-1	0.046096	noncoding
ENST00000429099.1	383	49	0.36633	8.03999729156494	1	0.0181888	noncoding
ENST00000449958.1	850	47	0.31791	5.453724098205566	1	0.0187926	noncoding
ENST00000361350.5	2624	206	0.30529	9.321564292907716	1	0.814656	coding
ENST00000426901.1	1111	84	0.35858999999999996	9.85142993927002	1	0.101624	noncoding
ENST00000433377.1	683	55	0.3655799999999999	10.916125297546387	1	0.0387699	noncoding
ENST00000416119.1	623	95	0.3177	8.907225990295409	-1	0.147943	noncoding
ENST00000415336.1	575	71	0.46033	11.63649501800537	1	0.251407	noncoding
ENST00000451250.1	638	80	0.41322	4.812637138366699	1	0.315995	noncoding
ENST00000422374.1	4063	249	0.3489	6.697076988220215	1	0.998718	coding
ENST00000455010.1	453	28	0.35246	9.522834587097169	1	0.00932137	noncoding
ENST00000435828.1	731	51	0.3013	10.01156940460205	1	0.0232507	noncoding
ENST00000569425.3	1351	50	0.28434000000000004	4.701289558410643	1	0.0441225	noncoding
ENST00000425435.1	1824	56	0.36665000000000003	9.887661170959472	1	0.0360025	noncoding
ENST00000417420.1	610	55	0.41518	7.693407630920411	1	0.0379687	noncoding
ENST00000422038.1	708	85	0.34153999999999995	8.634589195251465	1	0.0811133	noncoding
ENST00000419531.2	996	80	0.40022	4.960134315490721	1	0.261588	noncoding
ENST00000607372.1	535	59	0.33227	6.884247779846191	-1	0.0622464	noncoding
ENST00000423408.4	1211	79	0.38094	7.097678184509278	1	0.0992095	noncoding
ENST00000427292.1	219	38	0.46509	7.835374641418458	-1	0.0264211	noncoding
ENST00000425914.5	1111	80	0.38274	4.929327583312986	1	0.220806	noncoding
